alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtSz,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
,THETA,1,,,,,,,THETA-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,TON,1,,,,,,,TON-USDT,MARGIN,5,1651204987000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.001,
,TRB,1,,,,,,,TRB-USDT,MARGIN,5,1598569262000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,TRX,1,,,,,,,TRX-USDT,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,UMA,1,,,,,,,UMA-USDT,MARGIN,5,1598828400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,UNI,1,,,,,,,UNI-USDT,MARGIN,5,1600280910000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,USDC,1,,,,,,,USDC-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,USTC,1,,,,,,,USTC-USDT,MARGIN,5,1653637997000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,100,,USDT,,live,,0.00001,
,WAVES,1,,,,,,,WAVES-USDT,MARGIN,5,1548133413000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.1,,USDT,,live,,0.001,
,XCH,1,,,,,,,XCH-USDT,MARGIN,5,1620064872000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,XLM,1,,,,,,,XLM-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.00001,
,XMR,1,,,,,,,XMR-USDT,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,XRP,1,,,,,,,XRP-USDT,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.00001,
,XTZ,1,,,,,,,XTZ-USDT,MARGIN,5,1573088404000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,YFI,1,,,,,,,YFI-USDT,MARGIN,5,1598569239000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.0005,,USDT,,live,,1,
,YFII,1,,,,,,,YFII-USDT,MARGIN,5,1598569254000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDT,,live,,0.1,
,YGG,1,,,,,,,YGG-USDT,MARGIN,5,1627482600000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,ZEC,1,,,,,,,ZEC-USDT,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,ZEN,1,,,,,,,ZEN-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,ZIL,1,,,,,,,ZIL-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,ZRX,1,,,,,,,ZRX-USDT,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,BTC,1,,,,,,,BTC-USDC,MARGIN,5,1585176747000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.00001,,USDC,,live,,0.1,
,ETH,1,,,,,,,ETH-USDC,MARGIN,5,1585176747000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDC,,live,,0.01,
,ETH,1,,,,,,,ETH-BTC,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,BTC,,live,,0.00001,
,LTC,1,,,,,,,LTC-USDC,MARGIN,5,1585176747000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.01,
,DOT,1,,,,,,,DOT-USDC,MARGIN,5,1653286331000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDC,,live,,0.001,
,DOGE,1,,,,,,,DOGE-USDC,MARGIN,5,1653286331000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,USDC,,live,,0.00001,
,SOL,1,,,,,,,SOL-USDC,MARGIN,5,1653286331000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.001,
,APT,1,,,,,,,APT-USDC,MARGIN,5,1666141200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,AAVE,1,,,,,,,AAVE-USDC,MARGIN,5,1654585175000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,USDC,,live,,0.01,
,ADA,1,,,,,,,ADA-USDC,MARGIN,5,1653286331000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.00001,
,ALGO,1,,,,,,,ALGO-USDC,MARGIN,5,1655121032000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,APE,1,,,,,,,APE-USDC,MARGIN,5,1653286331000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,ATOM,1,,,,,,,ATOM-USDC,MARGIN,5,1653975320000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,AVAX,1,,,,,,,AVAX-USDC,MARGIN,5,1653286331000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.01,
,BCH,1,,,,,,,BCH-USDC,MARGIN,5,1605477603000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.001,,USDC,,live,,0.01,
,CEL,1,,,,,,,CEL-USDC,MARGIN,5,1655787830000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.0001,
,CHZ,1,,,,,,,CHZ-USDC,MARGIN,5,1655787830000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.00001,
,ETC,1,,,,,,,ETC-USDC,MARGIN,5,1660023174000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,ETHW,1,,,,,,,ETHW-USDC,MARGIN,5,1663296165000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,LINK,1,,,,,,,LINK-USDC,MARGIN,5,1654585175000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,LUNC,1,,,,,,,LUNC-USDC,MARGIN,5,1653637997000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10000,,USDC,,live,,0.00000001,
,LUNA,1,,,,,,,LUNA-USDC,MARGIN,5,1653732267000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,MATIC,1,,,,,,,MATIC-USDC,MARGIN,5,1653975320000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,NEAR,1,,,,,,,NEAR-USDC,MARGIN,5,1653286331000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,OP,1,,,,,,,OP-USDC,MARGIN,5,1654017130000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,SAND,1,,,,,,,SAND-USDC,MARGIN,5,1653975320000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,SNX,1,,,,,,,SNX-USDC,MARGIN,5,1656388045000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,SUSHI,1,,,,,,,SUSHI-USDC,MARGIN,5,1655121032000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,UNI,1,,,,,,,UNI-USDC,MARGIN,5,1653975320000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,XMR,1,,,,,,,XMR-USDC,MARGIN,5,1655121032000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.01,
,XRP,1,,,,,,,XRP-USDC,MARGIN,5,1585176747000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.00001,
,OKB,1,,,,,,,OKB-BTC,MARGIN,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,LTC,1,,,,,,,LTC-BTC,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,DOT,1,,,,,,,DOT-BTC,MARGIN,5,1598061649000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,DOGE,1,,,,,,,DOGE-BTC,MARGIN,5,1618901953000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,SOL,1,,,,,,,SOL-BTC,MARGIN,5,1601434800000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.0000001,
,FIL,1,,,,,,,FIL-BTC,MARGIN,5,1606950000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000001,
,AAVE,1,,,,,,,AAVE-BTC,MARGIN,5,1603317600000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,ADA,1,,,,,,,ADA-BTC,MARGIN,10,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,ALGO,1,,,,,,,ALGO-BTC,MARGIN,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,ANT,1,,,,,,,ANT-BTC,MARGIN,5,1597255081000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,ATOM,1,,,,,,,ATOM-BTC,MARGIN,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,AVAX,1,,,,,,,AVAX-BTC,MARGIN,5,1600738200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.0000001,
,BADGER,1,,,,,,,BADGER-BTC,MARGIN,5,1610398800000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.0000001,
,BAT,1,,,,,,,BAT-BTC,MARGIN,5,1583197242000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,BCH,1,,,,,,,BCH-BTC,MARGIN,10,1605477603000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.001,,BTC,,live,,0.00001,
,BNT,1,,,,,,,BNT-BTC,MARGIN,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,BSV,1,,,,,,,BSV-BTC,MARGIN,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,BTM,1,,,,,,,BTM-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,999999,999999,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,CHZ,1,,,,,,,CHZ-BTC,MARGIN,5,1614754800000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000000001,
,COMP,1,,,,,,,COMP-BTC,MARGIN,5,1593379995000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.001,,BTC,,live,,0.000001,
,CRO,1,,,,,,,CRO-BTC,MARGIN,5,1571785200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,BTC,,live,,0.00000001,
,CRV,1,,,,,,,CRV-BTC,MARGIN,5,1597346596000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,CVC,1,,,,,,,CVC-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,DASH,1,,,,,,,DASH-BTC,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,EGLD,1,,,,,,,EGLD-BTC,MARGIN,5,1601429400000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,ELF,1,,,,,,,ELF-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.00000001,
,ENJ,1,,,,,,,ENJ-BTC,MARGIN,5,1616029200000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,EOS,1,,,,,,,EOS-BTC,MARGIN,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,ETC,1,,,,,,,ETC-BTC,MARGIN,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.000001,
,GRT,1,,,,,,,GRT-BTC,MARGIN,5,1608246000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,HBAR,1,,,,,,,HBAR-BTC,MARGIN,5,1568679563000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,BTC,,live,,0.00000001,
,ICP,1,,,,,,,ICP-BTC,MARGIN,5,1620662460000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,IOST,1,,,,,,,IOST-BTC,MARGIN,10,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,IOTA,1,,,,,,,IOTA-BTC,MARGIN,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,KNC,1,,,,,,,KNC-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,KSM,1,,,,,,,KSM-BTC,MARGIN,5,1599004800000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.00001,
,LINK,1,,,,,,,LINK-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,0.1,,BTC,,live,,0.000001,
,LRC,1,,,,,,,LRC-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,MANA,1,,,,,,,MANA-BTC,MARGIN,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,MKR,1,,,,,,,MKR-BTC,MARGIN,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,BTC,,live,,0.0001,
,NEAR,1,,,,,,,NEAR-BTC,MARGIN,5,1606950015000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,NEO,1,,,,,,,NEO-BTC,MARGIN,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.01,,BTC,,live,,0.000001,
,OMG,1,,,,,,,OMG-BTC,MARGIN,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,ONT,1,,,,,,,ONT-BTC,MARGIN,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,QTUM,1,,,,,,,QTUM-BTC,MARGIN,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.0000001,
,REN,1,,,,,,,REN-BTC,MARGIN,5,1598572843000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,RSR,1,,,,,,,RSR-BTC,MARGIN,5,1598572885000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,RVN,1,,,,,,,RVN-BTC,MARGIN,5,1582074001000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,SNT,1,,,,,,,SNT-BTC,MARGIN,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,THETA,1,,,,,,,THETA-BTC,MARGIN,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,0.1,,BTC,,live,,0.0000001,
,TRX,1,,,,,,,TRX-BTC,MARGIN,10,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,UNI,1,,,,,,,UNI-BTC,MARGIN,5,1600284608000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.0000001,
,WAVES,1,,,,,,,WAVES-BTC,MARGIN,5,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000001,
,XCH,1,,,,,,,XCH-BTC,MARGIN,5,1620064885000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,XLM,1,,,,,,,XLM-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,XMR,1,,,,,,,XMR-BTC,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,XRP,1,,,,,,,XRP-BTC,MARGIN,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,XTZ,1,,,,,,,XTZ-BTC,MARGIN,5,1573088404000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.00000001,
,ZEC,1,,,,,,,ZEC-BTC,MARGIN,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,ZIL,1,,,,,,,ZIL-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,ZRX,1,,,,,,,ZRX-BTC,MARGIN,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
